

#ID = 
#TYPE = Probe type, e.g. cDNA_clone for probes derived from a cDNA clone
#ReporterID = Brief probe ID/name, e.g. ID for the cDNA clone used to produce probe
#GeneName = Gene description annotation for probe
#GeneSymbol = Gene symbol annotation for probe
#UniGeneCluster = UniGene cluster ID annotation for probe
#UniGeneBuild = The UniGene build from which probe annotations were collected
#GB_LIST = GeneBank accession and/or RefSeq number annotation for probe
#EntrezGene = Entrez ID annotation for probe
#vector = cDNA clone vector name
#InsertLength = Length of vector insert
#ARRAY_BLOCK = Array block number, i.e. a number from 1 to 48
#BLOCK_COLUMN = Column within array block
#BLOCK_ROW = Row within array block
#SPOT_ID = spot identifier
#CLONE_ID = IMAGE clone identifier
ID	TYPE	ReporterID	GeneName	GeneSymbol	UniGeneCluster	UniGeneBuild	GB_LIST	EntrezGene	vector	InsertLength	ARRAY_BLOCK	BLOCK_COLUMN	BLOCK_ROW	SPOT_ID	CLONE_ID
23264	cDNA_clone	IMAGE:274512	N/A	N/A	N/A	188		N/A	pT3T7-Pac		41	8	10		IMAGE:274512
23265	cDNA_clone	IMAGE:136845	THAP domain containing 5	THAP5	Hs.290259	188	R36477,  NM_182529	168451	pT3T7-Pac		41	9	10		
23266	cDNA_clone	IMAGE:121540	SH3 and multiple ankyrin repeat domains 3	SHANK3	Hs.149035	188	T97800,  AB051437	85358	pT3T7-Pac	752	41	10	10		
23267	cDNA_clone	IMAGE:128266	Calmodulin binding transcription activator 1	CAMTA1	Hs.397705	188	R09876,  NM_015215	23261	pT3T7-Pac	1041	41	11	10		
23268	cDNA_clone	IMAGE:121700	Hypothetical LOC400053	N/A	Hs.568059	188	T97674,  BI596851	400053	pT3T7-Pac	807	41	12	10		
23269	cDNA_clone	IMAGE:502165	Hypothetical protein BC001096	LOC92689	Hs.476517	188	AA127293,  NM_138389	92689; 283677	pT3T7-Pac	752	41	13	10		
23270	cDNA_clone	IMAGE:130078	N/A	N/A	N/A	188		N/A	pT3T7-Pac	1084	41	14	10		IMAGE:130078
23271	cDNA_clone	IMAGE:120924	Eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa	EIF3S7	Hs.55682	188	T96015,  NM_003753	8664	pT3T7-Pac	674	41	15	10		
23272	cDNA_clone	IMAGE:341641	MTERF domain containing 2	MGC61716	Hs.159556	188	W58343,  NM_182501	130916	pT3T7-Pac	1574	41	16	10		
23273	cDNA_clone	IMAGE:415305	Transmembrane protein induced by tumor necrosis factor alpha	TMPIT	Hs.488835	188	W91980,  NM_031925	83862	pT3T7-Pac	772	41	17	10		
23274	cDNA_clone	IMAGE:566466	Eukaryotic elongation factor-2 kinase	EEF2K	Hs.498892	188	AA152339,  NM_013302	29904; 390683	pBluescriptSK-	853	41	18	10		
23275	cDNA_clone	IMAGE:117143	Transcribed locus	N/A	Hs.175569	188	T87743,  CA429657	N/A	pBluescriptSK-	1732	41	19	10		
23276	cDNA_clone	IMAGE:241874	Putative acyl-CoA dehydrogenase	FLJ12592	Hs.441378	188	H93118,  NM_032169	84129	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	20	10		
23277	cDNA_clone	IMAGE:796170	Phosphodiesterase 5A, cGMP-specific	PDE5A	Hs.370661	188	AA461086,  NM_001083	8654	pT3T7-Pac	1253	41	21	10		
23278	cDNA_clone	IMAGE:135527	Secretory carrier membrane protein 2	SCAMP2	Hs.458917	188	R32801,  NM_005697	10066	pT3T7-Pac	924	41	22	10		
23279	cDNA_clone	IMAGE:810761	Claudin 10	CLDN10	Hs.534377	188	AA480851,  NM_182848	9071; 22873	pT3T7-Pac	853	41	23	10		
23280	cDNA_clone	IMAGE:594994	Pyridoxine 5'-phosphate oxidase	PNPO	Hs.514278	188	NM_018129	55163	pBluescriptSK-	788	41	24	10		
23281	cDNA_clone	IMAGE:245742	Cytochrome P450, family 19, subfamily A, polypeptide 1	CYP19A1	Hs.511367	188	N55251,  NM_031226	1588; 130074	pT3T7-Pac	1629	41	1	11		
23282	cDNA_clone	IMAGE:1031167	Chromosome 20 open reading frame 79	C20orf79	Hs.112794	188	AA609959,  NM_178483	140856	pT3T7-Pac	907	41	2	11		
23283	cDNA_clone	IMAGE:418259	MRNA; cDNA DKFZp686C24246 (from clone DKFZp686C24246)	N/A	Hs.431173	188	W90780,  DA571873	N/A	pT3T7-Pac	1629	41	3	11		
23284	cDNA_clone	IMAGE:428109	Tripartite motif-containing 33|Transcribed locus	TRIM33|N/A	MULTIPLE: Hs.26837|Hs.568681	188	AA001635	51592|N/A	pT3T7-Pac	1563	41	4	11		
23285	cDNA_clone	IMAGE:27916	Calneuron 1	CALN1	Hs.333274	188	R40920,  NM_031468	83698	LafmBA	1906	41	5	11		
23286	cDNA_clone	IMAGE:121225	Fetal Alzheimer antigen	FALZ	Hs.444200	188	T96595,  NM_182641	2186	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	6	11		
23287	cDNA_clone	IMAGE:292745	Rapamycin-insensitive companion of mTOR	AVO3	Hs.407926	188	N63643,  NM_152756	253260	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	7	11		
23288	cDNA_clone	IMAGE:293980	RAB, member of RAS oncogene family-like 3|Transcribed locus	RABL3|N/A	MULTIPLE: Hs.444360|Hs.570708	188	N66061	285282|N/A	pT3T7-Pac	937	41	8	11		
23289	cDNA_clone	IMAGE:295508	Synaptojanin 2 binding protein	SYNJ2BP	Hs.443661	188	N70387,  NM_018373	55333	pT3T7-Pac	937	41	9	11		
23290	cDNA_clone	IMAGE:197200	Transcribed locus	N/A	Hs.498589	188	R92811,  BX106582	N/A	pT3T7-Pac	1697	41	10	11		
23291	cDNA_clone	IMAGE:415964	Hypothetical protein Ells1	Ells1	Hs.200100	188	W85808,  NM_152793	222166	pT3T7-Pac	1434	41	11	11		
23292	cDNA_clone	IMAGE:417168	Peptidyl-prolyl isomerase G (cyclophilin G)	PPIG	Hs.470544	188	W87490,  NM_004792	9360	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	12	11		
23293	cDNA_clone	IMAGE:417877	GC-rich promoter binding protein 1-like 1	SP192	Hs.238432	188	W90131,  NM_021639	60313	pT3T7-Pac	700	41	13	11		
23294	cDNA_clone	IMAGE:1534430	Guanylate cyclase 1, soluble, beta 2	GUCY1B2	Hs.411573	188	AA917369,  NM_004129	2974	pT3T7-Pac	812	41	14	11		
23295	cDNA_clone	IMAGE:1534440	Transcribed locus	N/A	Hs.222218	188	BQ185835	N/A	pT3T7-Pac	572	41	15	11		
23296	cDNA_clone	IMAGE:1523161	Transcribed locus	N/A	Hs.130392	188	AA909014,  CN291548	N/A	pT3T7-Pac	650	41	16	11		
23297	cDNA_clone	IMAGE:1592592	Olfactory receptor, family 2, subfamily A, member 9 pseudogene	OR2A9P	Hs.561654	188	AA962054,  BC040701	441295	pBluescriptSK-	1383	41	17	11		
23298	cDNA_clone	IMAGE:1623210	KIAA0703 gene product	KIAA0703	Hs.6168	188	AA992668,  NM_014861	9914	pT3T7-Pac	850	41	18	11		
23299	cDNA_clone	IMAGE:1623328	Ubiquitin-conjugating enzyme E2W (putative)	FLJ11011	Hs.492031	188	AI015196,  NM_001001481	55284	pT3T7-Pac	2000	41	19	11		
23300	cDNA_clone	IMAGE:1519386	ARP5 actin-related protein 5 homolog (yeast)	ACTR5	Hs.371585	188	AA902650,  NM_024855	79913	pT3T7-Pac	1184	41	20	11		
23301	cDNA_clone	IMAGE:1526670	WD repeat domain 32	WDR32	Hs.522130	188	AA910771,  NM_024345	79269	pT3T7-Pac	1328	41	21	11		
23302	cDNA_clone	IMAGE:1412412	Elastase 2A	ELA2A	Hs.21	188	AA845015,  NM_033440	63036	pT3T7-Pac	1000	41	22	11		
23303	cDNA_clone	IMAGE:1416502	Glypican 5	GPC5	Hs.567269	188	AA878391,  NM_004466	2262	pT3T7-Pac	1574	41	23	11		
23304	cDNA_clone	IMAGE:785983	Popeye domain containing 2	POPDC2	Hs.16297	188	AA448615,  NM_022135	64091	pT3T7-Pac	1046	41	24	11		
23305	cDNA_clone	IMAGE:377731	Glutathione S-transferase M5	GSTM5	Hs.75652	188	AA056231,  NM_000851	2949	pT3T7-Pac	1000	41	1	12		
23306	cDNA_clone	IMAGE:701778	Chromosome 10 open reading frame 78	C10orf78	Hs.93667	188	AA284421,  NM_145247	119392	pT3T7-Pac	867	41	2	12		
23307	cDNA_clone	IMAGE:814213	FGFR1 oncogene partner 2	FGFR1OP2	Hs.406184	188	AA465579,  NM_015633	26127	pT3T7-Pac	1275	41	3	12		
23308	cDNA_clone	IMAGE:814227	CDNA FLJ27196 fis, clone SYN02831	N/A	Hs.481659	188	AA465594,  AK130706	N/A	pT3T7-Pac	961	41	4	12		
23309	cDNA_clone	IMAGE:703541	Zinc finger protein 469	ZNF469	Hs.54925	188	AA278426,  AB058761	84627	pT3T7-Pac	1000	41	5	12		
23310	cDNA_clone	IMAGE:645956	Transmembrane protein 38B	TMEM38B	Hs.411925	188	AA196917,  NM_018112	55151	pBluescriptSK-	2000	41	6	12		
23311	cDNA_clone	IMAGE:825058	Mitogen-activated protein kinase 8 interacting protein 3|Transmembrane BAX inhibitor motif containing 4	MAPK8IP3|CGI-119	MULTIPLE: Hs.207763|Hs.505934	188	AA504284	23162|51643	pT3T7-Pac	1500	41	7	12		
23312	cDNA_clone	IMAGE:713114	Transcribed locus	N/A	Hs.89081	188	AA282985,  AW977569	N/A	pT3T7-Pac	1084	41	8	12		
23313	cDNA_clone	IMAGE:713147	KIAA1219 protein	KIAA1219	Hs.436705	188	AA282907,  NM_020336	57148	pT3T7-Pac	1176	41	9	12		
23314	cDNA_clone	IMAGE:1650872	Vaccinia related kinase 3	VRK3	Hs.443330	188	NM_016440	51231	pT3T7-Pac		41	10	12		
23315	cDNA_clone	IMAGE:32145	N/A	N/A	N/A	188		N/A	LafmBA	1842	41	11	12		IMAGE:32145
23316	cDNA_clone	IMAGE:32177	Proprotein convertase subtilisin/kexin type 5	PCSK5	Hs.368542	188	R17975,  NM_006200	5125	LafmBA	1768	41	12	12		
23317	cDNA_clone	IMAGE:32465	Neuron navigator 2	NAV2	Hs.502116	188	R42961,  NM_182964	89797	LafmBA	1038	41	13	12		
23318	cDNA_clone	IMAGE:141315	Tissue factor pathway inhibitor 2	TFPI2	Hs.438231	188	R63816,  NM_006528	7980	pT3T7-Pac	1225	41	14	12		
23319	cDNA_clone	IMAGE:1642400	CDNA clone IMAGE:4824774	N/A	Hs.557541	188	AI024299,  BC034817	N/A	pT3T7-Pac	1906	41	15	12		
23320	cDNA_clone	IMAGE:1642496	Adenylate cyclase 3	ADCY3	Hs.467898	188	AI024683,  NM_004036	109	pT3T7-Pac	1446	41	16	12		
23321	cDNA_clone	IMAGE:1642517	Transcribed locus	N/A	Hs.404807	188	AI024714,  BU928468	N/A	pT3T7-Pac	1393	41	17	12		
23322	cDNA_clone	IMAGE:196650	Purkinje cell protein 2	PCP2	Hs.515104	188	R93237,  NM_174895	126006; 554363	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	18	12		
23323	cDNA_clone	IMAGE:110746	Adducin 2 (beta)	ADD2	Hs.188528	188	T90561,  NM_017488	119	pT3T7-Pac	779	41	19	12		
23324	cDNA_clone	IMAGE:111004	Transcribed locus	N/A	Hs.178471	188	T83110,  CN361843	N/A	pT3T7-Pac	1129	41	20	12		
23325	cDNA_clone	IMAGE:120533	Homeodomain interacting protein kinase 2	HIPK2	Hs.397465	188	T95327,  NM_022740	28996	pT3T7-Pac	1275	41	21	12		
23326	cDNA_clone	IMAGE:283897	Protein phosphatase 1, regulatory (inhibitor) subunit 2	PPP1R2	Hs.567321	188	N52605,  NM_006241	5504	pT3T7-Pac	1440	41	22	12		
23327	cDNA_clone	IMAGE:121981	Solute carrier family 2 (facilitated glucose transporter), member 14	SLC2A14	Hs.210227	188	T97782,  NM_153449	144195; 6515	pT3T7-Pac	1000	41	23	12		
23328	cDNA_clone	IMAGE:121600	Protein kinase C and casein kinase substrate in neurons 2	PACSIN2	Hs.162877	188	T97931,  NM_007229	11252	pT3T7-Pac	1202	41	24	12		
23329	cDNA_clone	IMAGE:824694	Protein tyrosine phosphatase type IVA, member 1	PTP4A1	Hs.227777	188	AA482193,  NM_003463	7803	pT3T7-Pac	1294	41	1	13		
23330	cDNA_clone	IMAGE:773571	General transcription factor IIIC, polypeptide 3, 102kDa	GTF3C3	Hs.470996	188	AA428238,  NM_012086	9330	pT3T7-Pac	2000	41	2	13		
23331	cDNA_clone	IMAGE:594500	Similar to hypothetical protein FLJ20079	N/A	Hs.290220	188	AA180031,  DA436392	342969	pBluescriptSK-	2000	41	3	13		
23332	cDNA_clone	IMAGE:877621	DAB2 interacting protein	DAB2IP	Hs.522378	188	AA488225,  NM_032552	153090	pT3T7-Pac	1275	41	4	13		
23333	cDNA_clone	IMAGE:75659	N/A	N/A	N/A	188		N/A	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	5	13		IMAGE:75659
23334	cDNA_clone	IMAGE:272779	Euchromatic histone-lysine N-methyltransferase 2	BAT8	Hs.520038	188	N32981,  NM_006709	10919	pT3T7-Pac	1275	41	6	13		
23335	cDNA_clone	IMAGE:272888	NOL1/NOP2/Sun domain family, member 2	NSUN2	Hs.481526	188	N36008,  NM_017755	54888	pT3T7-Pac	2000	41	7	13		
23336	cDNA_clone	IMAGE:273536	Sorbitol dehydrogenase	SORD	Hs.878	188	N36927,  NM_003104	6652	pT3T7-Pac	1328	41	8	13		
23337	cDNA_clone	IMAGE:290654	Zinc finger protein 331	ZNF331	Hs.185674	188	N99663,  NM_018555	55422	pT3T7-Pac	1041	41	9	13		
23338	cDNA_clone	IMAGE:262916	Protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	PPM1B	Hs.416769	188	N24451,  NM_177968	5495	pT3T7-Pac	2000	41	10	13		
23339	cDNA_clone	IMAGE:262268	PRKC, apoptosis, WT1, regulator	PAWR	Hs.406074	188	H99430,  NM_002583	5074	pT3T7-Pac	1629	41	11	13		
23340	cDNA_clone	IMAGE:259891	WD repeat domain 39	WDR39	Hs.12109	188	N57282,  NM_004804	9391	pT3T7-Pac	1651	41	12	13		
23341	cDNA_clone	IMAGE:76252	Chromatin modifying protein 4A	C14orf123	Hs.279761	188	T59873,  NM_014169	29082	pBluescriptSK-	1094	41	13	13		
23342	cDNA_clone	IMAGE:174685	FRAS1 related extracellular matrix 1	FREM1	Hs.31564	188	H40665,  NM_144966	158326	pT3T7-Pac	747	41	14	13		
23343	cDNA_clone	IMAGE:109964	Transcribed locus, weakly similar to XP_517067.1 PREDICTED: similar to leucine zipper-EF-hand containing transmembrane protein 1 [Pan troglodytes]	N/A	Hs.13887	188	T84203,  BG184992	N/A	pT3T7-Pac	1248	41	15	13		
23344	cDNA_clone	IMAGE:266496	Plexin C1	PLXNC1	Hs.567408	188	N22685,  NM_005761	10154	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		41	16	13		
23345	cDNA_clone	IMAGE:267274	Chromosome 21 open reading frame 6	C21orf6	Hs.34136	188	N33738,  NM_016940	10069	pT3T7-Pac	2000	41	17	13		
23346	cDNA_clone	IMAGE:195652	PDZ domain containing 11	PDZK11	Hs.11042	188	R89319,  NM_016484	51248	pT3T7-Pac	1248	41	18	13		
23347	cDNA_clone	IMAGE:196012	Glutaminase	GLS	Hs.116448	188	R89441,  NM_014905	2744	pT3T7-Pac	2000	41	19	13		
23348	cDNA_clone	IMAGE:200633	Synaptosomal-associated protein, 29kDa	SNAP29	Hs.108002	188	R98403,  NM_004782	9342	pT3T7-Pac	1077	41	20	13		
23349	cDNA_clone	IMAGE:200868	EF-hand calcium binding domain 2	MGC12458	Hs.567615	188	R98962,  NM_032328	84288	pT3T7-Pac	888	41	21	13		
23350	cDNA_clone	IMAGE:782622	Sp1 transcription factor	SP1	Hs.524461	188	AA448535,  NM_138473	6667	pT3T7-Pac	924	41	22	13		
23351	cDNA_clone	IMAGE:344091	Calcium channel, voltage-dependent, gamma subunit 1|CDNA FLJ38756 fis, clone KIDNE2013045	CACNG1|N/A	MULTIPLE: Hs.147989|Hs.561043	188		786|N/A	pT3T7-Pac	867	41	23	13		IMAGE:344091
23352	cDNA_clone	IMAGE:809526	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	SEMA3F	Hs.32981	188	AA454570,  NM_004186	6405	pT3T7-Pac	1275	41	24	13		
23353	cDNA_clone	IMAGE:2109003	Polymerase (RNA) I polypeptide A, 194kDa	POLR1A	Hs.531818	188	AI380861,  NM_015425	25885; 90784	pT3T7-Pac		41	1	14		
23354	cDNA_clone	IMAGE:2110334	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	NDUFA3	Hs.198269	188	AI417421,  NM_004542	4696	pT3T7-Pac		41	2	14		
23355	cDNA_clone	IMAGE:2108088	PHD finger protein 17	PHF17	Hs.12420	188	AI492176,  NM_024900	79960	pT3T7-Pac		41	3	14		
23356	cDNA_clone	IMAGE:2108221	Soluble liver antigen/liver pancreas antigen	SLA/LP	Hs.253305	188	AI394661,  NM_153825	51091	pT3T7-Pac		41	4	14		
23357	cDNA_clone	IMAGE:2110614	Transmembrane protein 16M	N/A	Hs.162595	188	AI422601,  BU656309	343531	pT3T7-Pac		41	5	14		
23358	cDNA_clone	IMAGE:795173	GM2 ganglioside activator	GM2A	Hs.483873	188	AA453471,  NM_000405	2760	pT3T7-Pac	867	41	6	14		
23359	cDNA_clone	IMAGE:435934	Transformer-2 alpha	TRA2A	Hs.445652	188	AA701944,  NM_013293	29896	pT3T7-Pac	1294	41	7	14		
23360	cDNA_clone	IMAGE:814260	Follicular lymphoma variant translocation 1	FVT1	Hs.74050	188	AA458992,  NM_002035	2531	pT3T7-Pac	1117	41	8	14		
23361	cDNA_clone	IMAGE:814526	RNA-binding region (RNP1, RRM) containing 1	RNPC1	Hs.236361	188	AA459588,  NM_017495	55544	pT3T7-Pac	1629	41	9	14		
23362	cDNA_clone	IMAGE:2465039	WD repeat domain 68	HAN11	Hs.410596	188	AI935306,  NM_005828	10238	pT3T7-Pac		41	10	14		
23363	cDNA_clone	IMAGE:2465074	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	NDUFA6	Hs.274416	188	AI935199,  NM_002490	4700	pT3T7-Pac		41	11	14		
23364	cDNA_clone	IMAGE:2304090	Phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)	PFAS	Hs.370336	188	AI651080,  NM_012393	5198	pT3T7-Pac		41	12	14		
23365	cDNA_clone	IMAGE:2304929	Protocadherin alpha subfamily C, 1	PCDHA6	Hs.199343	188	AI651536,  NM_014005	56142; 56137; 56145; 56134; 56144; 56146; 56147; 5	pT3T7-Pac		41	13	14		
23366	cDNA_clone	IMAGE:1640707	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	Hs.298990	188	AI123475,  NM_003070	6595	pT3T7-Pac		41	14	14		
23367	cDNA_clone	IMAGE:1656021	Kinesin family member 6	C6orf102	Hs.434296	188	AI168595,  NM_145027	221458	pT3T7-Pac		41	15	14		
23368	cDNA_clone	IMAGE:2488862	FK506 binding protein 9, 63 kDa	FKBP9	Hs.103934	188	AI971229,  NM_007270	11328	pT3T7-Pac		41	16	14		
23369	cDNA_clone	IMAGE:2488961	Troponin C type 1 (slow)	TNNC1	Hs.118845	188	AI971321,  NM_003280	7134	pT3T7-Pac		41	17	14		
23370	cDNA_clone	IMAGE:768237	Transcribed locus	N/A	Hs.569811	188	AA424780,  BQ186541	N/A	pT3T7-Pac	725	41	18	14		
23371	cDNA_clone	IMAGE:768939	Serologically defined colon cancer antigen 33	SDCCAG33	Hs.284217	188	AA426359,  NM_005786	10194	pT3T7-Pac	1500	41	19	14		
23372	cDNA_clone	IMAGE:684853	ATG12 autophagy related 12 homolog (S. cerevisiae)	APG12L	Hs.264482	188	AA251737,  NM_004707	9140	pT3T7-Pac	1651	41	20	14		
23373	cDNA_clone	IMAGE:704414	Small nuclear ribonucleoprotein polypeptides B and B1	SNRPB	Hs.83753	188	AA279662,  NM_003091	6628	pT3T7-Pac	1117	41	21	14		
23374	cDNA_clone	IMAGE:752808	Transmembrane emp24 protein transport domain containing 4	TMED4	Hs.510745	188	AA481305,  NM_182547	222068	pT3T7-Pac	1159	41	22	14		
23375	cDNA_clone	IMAGE:753969	Discs, large homolog 5 (Drosophila)	DLG5	Hs.500245	188	AA478949,  NM_004747	9231	pT3T7-Pac	1000	41	23	14		
23376	cDNA_clone	IMAGE:754649	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	AHSA1	Hs.204041	188	AA411202,  NM_012111	10598	pT3T7-Pac	1589	41	24	14		
23377	cDNA_clone	IMAGE:730677	Suppressor of cytokine signaling 5	SOCS5	Hs.468426	188	AA411972,  NM_144949	9655	pT3T7-Pac	677	41	1	15		
23378	cDNA_clone	IMAGE:755145	Villin 2 (ezrin)	VIL2	Hs.487027	188	AA411440,  NM_003379	7430	pT3T7-Pac	1041	41	2	15		
23379	cDNA_clone	IMAGE:44477	Vascular cell adhesion molecule 1	VCAM1	Hs.109225	188	H07071,  NM_001078	7412	LafmBA	1275	41	3	15		
23380	cDNA_clone	IMAGE:810445	Valyl-tRNA synthetase	VARS2	Hs.520026	188	AA457123,  NM_006295	7407	pT3T7-Pac	1574	41	4	15		
23381	cDNA_clone	IMAGE:265060	Nasopharyngeal carcinoma, down-regulated 1|V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	FHIT|KIT	MULTIPLE: Hs.196981|Hs.479754	188	N20798	2272; 246734|3815	pT3T7-Pac	1817	41	5	15		
23382	cDNA_clone	IMAGE:812266	Mannosidase, alpha, class 1A, member 2	MAN1A2	Hs.435938	188	AA455062,  NM_006699	10905	pT3T7-Pac	1000	41	6	15		
23383	cDNA_clone	IMAGE:322123	Tetratricopeptide repeat domain 8	TTC8	Hs.303055	188	W37688,  NM_144596	123016	pT3T7-Pac	1440	41	7	15		
23384	cDNA_clone	IMAGE:322136	N/A	N/A	N/A	188	W37532	N/A	pT3T7-Pac	1500	41	8	15		
23385	cDNA_clone	IMAGE:163174	Transcription elongation factor A (SII), 1	TCEA1	Hs.491745	188	H28344,  NM_006756	6917	pT7T3D	1919	41	9	15		
23386	cDNA_clone	IMAGE:451504	Pinin, desmosome associated protein	PNN	Hs.409965	188	AA707321,  NM_002687	5411	pT3T7-Pac	1225	41	10	15		
23387	cDNA_clone	IMAGE:878564	Glypican 3	GPC3	Hs.567276	188	AA775872,  NM_004484	2719	pT3T7-Pac	1768	41	11	15		
23388	cDNA_clone	IMAGE:453988	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	ABCC6	Hs.442182	188	AA779212,  NM_001171	368	pT3T7-Pac	915	41	12	15		
23389	cDNA_clone	IMAGE:462595	Molybdenum cofactor synthesis 1	MOCS1	Hs.357128	188	AA705112,  NM_005943	4337	pT3T7-Pac	956	41	13	15		
23390	cDNA_clone	IMAGE:1031048	Hypothetical protein FLJ20309	FLJ20309	Hs.471205	188	AA609871,  NM_017759	54891	pT3T7-Pac	1275	41	14	15		
23391	cDNA_clone	IMAGE:2130326	Similar to hect domain and RLD 2	N/A	Hs.404449	188	AI434844,  AK124953	390533; 440317	pT3T7-Pac		41	15	15		
23392	cDNA_clone	IMAGE:2130378	Zinc finger protein 222	ZNF222	Hs.279840	188	AI580491,  NM_013360	7673	pT3T7-Pac		41	16	15		
23393	cDNA_clone	IMAGE:281043	CDNA FLJ37676 fis, clone BRHIP2012627	N/A	Hs.552096	188	N50903,  AK094995	N/A	pT3T7-Pac	765	41	17	15		
23394	cDNA_clone	IMAGE:136104	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	MLLT4	Hs.567305	188	R33260,  NM_005936	4301	pT3T7-Pac	1768	41	18	15		
23395	cDNA_clone	IMAGE:47384	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	MTHFD1	Hs.435974	188	H10779,  NM_005956	4522	LafmBA	1842	41	19	15		
23396	cDNA_clone	IMAGE:628955	Forkhead box O1A (rhabdomyosarcoma)	FOXO1A	Hs.370666	188	AA194765,  NM_002015	2308	pBluescriptSK-	1343	41	20	15		
23397	cDNA_clone	IMAGE:809648	Splicing factor 1	SF1	Hs.502829	188	AA454673,  NM_004630	7536	pT3T7-Pac	578	41	21	15		
23398	cDNA_clone	IMAGE:2018018	Hypothetical protein BC008322	MGC15763	Hs.475602	188	AI364281,  NM_138381	92106	pT3T7-Pac		41	22	15		
23399	cDNA_clone	IMAGE:2108740	Transmembrane protein 20	TMEM20	Hs.437409	188	NM_153226	159371	pT3T7-Pac		41	23	15		
23400	cDNA_clone	IMAGE:2108902	R-spondin homolog (Xenopus laevis)	R-spondin	Hs.135015	188	AI391544,  NM_173640	284654	pT3T7-Pac		41	24	15		
23401	cDNA_clone	IMAGE:187616	V-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	MYCL1	Hs.437922	188	R83758,  NM_001033081	4610	pT3T7-Pac	1817	41	1	16		
23402	cDNA_clone	IMAGE:529147	Vacuolar protein sorting 26 homolog A (yeast)	VPS26	Hs.499925	188	AA064946,  NM_004896	9559	pBluescriptSK-	2000	41	2	16		
23403	cDNA_clone	IMAGE:796876	NIMA (never in mitosis gene a)-related kinase 6	NEK6	Hs.197071	188	AA463275,  NM_014397	10783	pT3T7-Pac	1107	41	3	16		
23404	cDNA_clone	IMAGE:841307	Synovial sarcoma translocation gene on chromosome 18-like 2	SS18L2	Hs.534454	188	AA487223,  NM_016305	51188	pBluescriptSK-	519	41	4	16		
23405	cDNA_clone	IMAGE:841666	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	NFKBIZ	Hs.319171	188	AA491506,  NM_031419	64332	pBluescriptSK-	1450	41	5	16		
23406	cDNA_clone	IMAGE:183432	Transcribed locus	N/A	Hs.526817	188	H45532,  DB076681	N/A	pT3T7-Pac	924	41	6	16		
23407	cDNA_clone	IMAGE:268877	Sidekick homolog 1 (chicken)	SDK1	Hs.155959	188	N40394,  NM_152744	221935	pT3T7-Pac	1328	41	7	16		
23408	cDNA_clone	IMAGE:268385	28kD interferon responsive protein	IFRG28	Hs.43388	188	N23400,  NM_022147	64108	pT3T7-Pac	1129	41	8	16		
23409	cDNA_clone	IMAGE:789204	Translocation protein 1	TLOC1	Hs.529591	188	AA451609,  NM_003262	7095	pT3T7-Pac	1294	41	9	16		
23410	cDNA_clone	IMAGE:272100	IQ motif containing E	IQCE	Hs.520627	188	N35393,  NM_152558	23288	pT3T7-Pac	915	41	10	16		
23411	cDNA_clone	IMAGE:272295	N/A	N/A	N/A	188	N35614	N/A	pT3T7-Pac	1328	41	11	16		
23412	cDNA_clone	IMAGE:175302	Ataxin 7	ATXN7	Hs.476595	188	H40290,  NM_000333	6314	pT3T7-Pac	677	41	12	16		
23413	cDNA_clone	IMAGE:272514	Zinc finger, ZZ-type containing 3	ZZZ3	Hs.480506	188	N33857,  NM_015534	26009	pT3T7-Pac	1500	41	13	16		
23414	cDNA_clone	IMAGE:813697	KIAA0746 protein	KIAA0746	Hs.479384	188	AA453769,  NM_015187	23231	pT3T7-Pac	1371	41	14	16		
23415	cDNA_clone	IMAGE:813735	Dachsous 1 (Drosophila)	DCHS1	Hs.199850	188	AA453795,  NM_003737	8642	pT3T7-Pac	1046	41	15	16		
23416	cDNA_clone	IMAGE:365543	Neuropilin 2	NRP2	Hs.471200	188	AA009627,  NM_201266	8828	pT3T7-Pac	1046	41	16	16		
